name,position,age,height,league_rank,average_market_value,highest_market_value,team_fifa_points,total_played_minutes,average_minutes_played,average_assists_per_game,total_assists,assist_per_minute,average_goals_per_game,total_goals,goals_per_minute,total_yellow_cards,team_win_ratio,overall,data_year
Salvatore Bocchetti,Defender,33,186,4,900000.0,1000000.0,0.0,302,60.4,0.0,0,0.0,0.0,0,0.0,2,0.3448275862068966,72.0,2021
Toby Alderweireld,Defender,31,187,1,29666666.666666664,35000000.0,83.0,3228,89.66666666666667,0.0555555555555555,2,0.0006195786864931,0.0277777777777777,1,0.0003097893432465,5,0.3863636363636363,85.0,2021
André Hahn,Attack,29,185,2,2200000.0,3000000.0,0.0,789,49.3125,0.0,0,0.0,0.125,2,0.0025348542458808,6,0.2571428571428571,72.0,2021
Fran Mérida,Midfield,30,173,3,1350000.0,1500000.0,0.0,1193,54.22727272727273,0.0454545454545454,1,0.0008382229673093,0.0454545454545454,1,0.0008382229673093,8,0.3611111111111111,76.0,2021
Nils Petersen,Attack,31,188,2,7250000.0,8000000.0,1.0,2608,72.44444444444444,0.0555555555555555,2,0.0007668711656441,0.3055555555555555,11,0.0042177914110429,1,0.3888888888888889,76.0,2021
Jan Vertonghen,Defender,33,189,1,18166666.666666664,22000000.0,83.0,2152,82.76923076923077,0.0384615384615384,1,0.0004646840148698,0.0769230769230769,2,0.0009293680297397,2,0.3863636363636363,83.0,2021
Ömer Toprak,Defender,30,187,2,4000000.0,4500000.0,0.0,899,69.15384615384616,0.0,0,0.0,0.0,0,0.0,2,0.2894736842105263,76.0,2021
Adam Lallana,Midfield,32,172,1,10750000.0,12000000.0,134.0,690,34.5,0.05,1,0.0014492753623188,0.05,1,0.0014492753623188,1,0.7872340425531915,77.0,2021
Erik Pieters,Defender,31,183,1,4500000.0,5000000.0,2.5,1543,77.15,0.15,3,0.0019442644199611,0.1,2,0.001296176279974,1,0.4117647058823529,74.0,2021
Miguel Veloso,Midfield,34,180,4,900000.0,1000000.0,0.0,2047,81.88,0.2,5,0.0024425989252564,0.08,2,0.0009770395701025,6,0.3448275862068966,77.0,2021
Daniel Brosinski,Defender,31,178,2,2250000.0,2500000.0,0.0,1795,66.48148148148148,0.1481481481481481,4,0.0022284122562674,0.074074074074074,2,0.0011142061281337,3,0.3142857142857143,75.0,2021
Juan Mata,Midfield,32,170,1,12166666.666666666,15000000.0,105.0,1700,56.66666666666666,0.1666666666666666,5,0.0029411764705882,0.1,3,0.0017647058823529,1,0.5217391304347826,79.0,2021
Domenico Criscito,Defender,33,183,4,2700000.0,3000000.0,0.0,1867,84.86363636363636,0.0,0,0.0,0.409090909090909,9,0.0048205677557579,6,0.25,78.0,2021
Andrea Ranocchia,Defender,32,195,4,2700000.0,3000000.0,67.0,596,74.5,0.0,0,0.0,0.125,1,0.0016778523489932,1,0.6,74.0,2021
Sebastian Rode,Midfield,29,179,2,4666666.666666666,5000000.0,61.0,3000,71.42857142857143,0.0952380952380952,4,0.0013333333333333,0.0714285714285714,3,0.001,10,0.4716981132075472,77.0,2021
Felix Wiedwald,Goalkeeper,30,190,2,537500.0,600000.0,61.0,450,90.0,0.0,0,0.0,0.0,0,0.0,0,0.4716981132075472,71.0,2021
Antunes,Defender,33,175,3,1800000.0,2000000.0,11.0,182,60.66666666666666,0.0,0,0.0,0.0,0,0.0,0,0.4761904761904761,79.0,2021
Christian Clemens,Attack,28,180,2,1575000.0,1750000.0,4.0,15,15.0,0.0,0,0.0,0.0,0,0.0,0,0.3055555555555556,71.0,2021
Diego Costa,Attack,31,186,3,16250000.0,18000000.0,105.0,1534,61.36,0.2,5,0.0032594524119947,0.16,4,0.0026075619295958,5,0.4772727272727273,80.0,2021
Henri Lansbury,Midfield,29,183,1,1350000.0,1500000.0,0.0,279,27.9,0.0,0,0.0,0.0,0,0.0,1,0.2121212121212121,69.0,2021
Andrea Poli,Midfield,30,182,4,2700000.0,3000000.0,0.0,1911,70.77777777777777,0.037037037037037,1,0.0005232862375719,0.1111111111111111,3,0.0015698587127158,6,0.3666666666666666,76.0,2021
Dan Gosling,Midfield,30,180,1,2250000.0,2500000.0,0.0,1013,56.27777777777778,0.0555555555555555,1,0.0009871668311944,0.1111111111111111,2,0.0019743336623889,1,0.2424242424242424,73.0,2021
Rui Patrício,Goalkeeper,32,190,1,18000000.0,20000000.0,16.0,3960,90.0,0.0,0,0.0,0.0,0,0.0,0,0.4791666666666667,84.0,2021
Loïc Rémy,Attack,33,185,5,2250000.0,2500000.0,30.0,1171,48.79166666666666,0.0,0,0.0,0.3333333333333333,8,0.0068317677198975,2,0.4411764705882353,76.0,2021
Ángel Di María,Attack,32,180,5,36000000.0,40000000.0,112.0,2617,76.97058823529412,0.5588235294117647,19,0.0072602216278181,0.3235294117647058,11,0.0042032862055789,6,0.8055555555555556,87.0,2021
James McCarthy,Midfield,29,180,1,3150000.0,3500000.0,0.0,1423,50.82142857142857,0.0,0,0.0,0.0,0,0.0,7,0.3333333333333333,76.0,2021
Adrián López,Attack,32,183,3,1600000.0,1800000.0,0.0,1183,49.29166666666666,0.0,0,0.0,0.0416666666666666,1,0.0008453085376162,0,0.3611111111111111,75.0,2021
Samuel Di Carmine,Attack,31,187,4,1550000.0,1700000.0,0.0,916,65.42857142857143,0.0,0,0.0,0.3571428571428571,5,0.0054585152838427,2,0.3448275862068966,73.0,2021
Wayne Hennessey,Goalkeeper,33,198,1,2700000.0,3000000.0,0.0,360,90.0,0.0,0,0.0,0.0,0,0.0,0,0.3333333333333333,75.0,2021
Aurélien Chedjou,Defender,35,184,5,362500.0,400000.0,0.0,2154,86.16,0.0,0,0.0,0.0,0,0.0,4,0.1428571428571428,70.0,2021
Mubarak Wakaso,Midfield,29,171,3,2250000.0,2500000.0,0.0,1378,81.05882352941177,0.0,0,0.0,0.0,0,0.0,13,0.2727272727272727,72.0,2021
Mateo Musacchio,Defender,29,182,4,11666666.666666666,15000000.0,38.0,1466,81.44444444444444,0.0,0,0.0,0.0,0,0.0,4,0.4375,78.0,2021
Cenk Tosun,Attack,29,183,1,14000000.0,15000000.0,0.0,466,46.6,0.0,0,0.0,0.2,2,0.0042918454935622,0,0.3333333333333333,75.0,2021
Kevin Trapp,Goalkeeper,29,189,2,9000000.0,10000000.0,61.0,2970,90.0,0.0,0,0.0,0.0,0,0.0,1,0.4716981132075472,83.0,2021
Manuel Gulde,Defender,29,184,2,2700000.0,3000000.0,1.0,1372,80.70588235294117,0.0,0,0.0,0.0588235294117647,1,0.0007288629737609,0,0.3888888888888889,74.0,2021
Glenn Murray,Attack,36,186,1,1800000.0,2000000.0,0.0,713,35.65,0.0,0,0.0,0.05,1,0.0014025245441795,0,0.2121212121212121,74.0,2021
Marco Stiepermann,Midfield,29,190,1,3733333.333333333,4000000.0,0.0,1135,51.59090909090909,0.0454545454545454,1,0.0008810572687224,0.0,0,0.0,5,0.2285714285714285,71.0,2021
Sergio Álvarez,Goalkeeper,33,179,3,1350000.0,1500000.0,0.0,390,97.5,0.0,0,0.0,0.0,0,0.0,1,0.25,75.0,2021
Moussa Sissoko,Midfield,30,187,1,22500000.0,25000000.0,83.0,2287,81.67857142857143,0.0714285714285714,2,0.0008745080891998,0.0714285714285714,2,0.0008745080891998,6,0.3863636363636363,79.0,2021
Aleksandar Kolarov,Defender,34,187,4,7250000.0,8000000.0,100.0,2770,83.93939393939394,0.1515151515151515,5,0.0018050541516245,0.1818181818181818,6,0.0021660649819494,7,0.4736842105263157,82.0,2021
Ante Budimir,Attack,28,190,3,4875000.0,7500000.0,0.0,2512,78.5,0.09375,3,0.0011942675159235,0.375,12,0.0047770700636942,10,0.2777777777777778,76.0,2021
Kamil Glik,Defender,32,190,5,5400000.0,6000000.0,26.0,2070,90.0,0.0,0,0.0,0.0434782608695652,1,0.0004830917874396,5,0.3928571428571428,75.0,2021
David Luiz,Defender,33,189,1,13500000.0,15000000.0,80.0,2866,84.29411764705883,0.0294117647058823,1,0.0003489183531053,0.0588235294117647,2,0.0006978367062107,4,0.4186046511627907,80.0,2021
Teemu Pukki,Attack,30,180,1,9000000.0,10000000.0,0.0,2657,83.03125,0.09375,3,0.0011290929619872,0.34375,11,0.0041400075272864,3,0.2285714285714285,76.0,2021
Nenad Tomović,Defender,32,184,4,537500.0,600000.0,0.0,1551,73.85714285714286,0.0476190476190476,1,0.0006447453255963,0.0,0,0.0,5,0.2258064516129032,70.0,2021
Ibrahima Traoré,Attack,32,171,2,900000.0,1000000.0,21.0,148,21.142857142857142,0.1428571428571428,1,0.0067567567567567,0.0,0,0.0,0,0.5476190476190477,75.0,2021
Mato Jajalo,Midfield,32,182,4,900000.0,1000000.0,0.0,1520,63.333333333333336,0.0,0,0.0,0.0,0,0.0,8,0.2903225806451613,74.0,2021
Tony Jantschke,Defender,30,177,2,2700000.0,3000000.0,21.0,1131,59.526315789473685,0.0,0,0.0,0.0,0,0.0,6,0.5476190476190477,75.0,2021
Mamadou Sakho,Defender,30,187,1,10750000.0,12000000.0,0.0,556,61.77777777777778,0.0,0,0.0,0.0,0,0.0,0,0.3333333333333333,76.0,2021
Angelo Ogbonna,Defender,32,191,1,7250000.0,8000000.0,21.0,2295,88.26923076923077,0.0,0,0.0,0.0769230769230769,2,0.0008714596949891,4,0.2424242424242424,77.0,2021
Andy Carroll,Attack,31,193,1,4400000.0,6000000.0,0.0,637,37.47058823529412,0.2352941176470588,4,0.0062794348508634,0.0,0,0.0,2,0.3513513513513513,74.0,2021
Christian Strohdiek,Defender,32,192,2,537500.0,600000.0,0.0,1484,87.29411764705883,0.1176470588235294,2,0.0013477088948787,0.0588235294117647,1,0.0006738544474393,3,0.1388888888888889,68.0,2021
Lars Stindl,Midfield,31,181,2,7250000.0,8000000.0,21.0,1712,57.06666666666667,0.1,3,0.0017523364485981,0.3666666666666666,11,0.0064252336448598,4,0.5476190476190477,80.0,2021
Guido Burgstaller,Attack,31,187,2,2700000.0,3000000.0,0.0,1419,59.125,0.0833333333333333,2,0.0014094432699083,0.0833333333333333,2,0.0014094432699083,4,0.3157894736842105,72.0,2021
Albin Ekdal,Midfield,30,186,4,3600000.0,4000000.0,0.0,1857,71.42307692307692,0.1153846153846153,3,0.0016155088852988,0.0,0,0.0,6,0.2666666666666666,75.0,2021
Georginio Wijnaldum,Midfield,29,175,1,45000000.0,50000000.0,134.0,3143,78.575,0.0,0,0.0,0.125,5,0.0015908367801463,0,0.7872340425531915,85.0,2021
Roberto Rosales,Defender,31,174,3,1800000.0,2000000.0,0.0,1766,76.78260869565217,0.0434782608695652,1,0.0005662514156285,0.0,0,0.0,8,0.2162162162162162,77.0,2021
Billy Sharp,Attack,34,175,1,1800000.0,2000000.0,0.0,954,41.47826086956522,0.0869565217391304,2,0.0020964360587002,0.1739130434782608,4,0.0041928721174004,1,0.4,73.0,2021
Timothy Chandler,Defender,30,186,2,2700000.0,3000000.0,61.0,1552,50.064516129032256,0.032258064516129,1,0.0006443298969072,0.1612903225806451,5,0.003221649484536,4,0.4716981132075472,74.0,2021
Dale Stephens,Midfield,31,185,1,5400000.0,6000000.0,0.0,2217,79.17857142857143,0.0357142857142857,1,0.0004510599909788,0.0,0,0.0,7,0.2121212121212121,75.0,2021
Aaron Ramsey,Midfield,29,178,4,34333333.33333333,40000000.0,107.0,1160,41.42857142857143,0.0357142857142857,1,0.0008620689655172,0.1428571428571428,4,0.0034482758620689,1,0.7142857142857143,82.0,2021
Danny Rose,Defender,29,173,1,18000000.0,20000000.0,0.0,1951,78.04,0.08,2,0.0010251153254741,0.0,0,0.0,7,0.3513513513513513,79.0,2021
Christian Benteke,Attack,29,190,1,11750000.0,13000000.0,0.0,996,47.42857142857143,0.0476190476190476,1,0.001004016064257,0.0476190476190476,1,0.001004016064257,4,0.3333333333333333,72.0,2021
Eden Hazard,Attack,29,175,3,100000000.0,120000000.0,124.0,1392,73.26315789473684,0.3684210526315789,7,0.0050287356321839,0.0526315789473684,1,0.0007183908045977,1,0.6363636363636364,88.0,2021
Fedor Smolov,Attack,30,187,3,8000000.0,9000000.0,0.0,1682,60.07142857142857,0.1071428571428571,3,0.0017835909631391,0.1785714285714285,5,0.0029726516052318,5,0.25,76.0,2021
Fabian Delph,Midfield,30,174,1,13500000.0,15000000.0,3.0,1217,71.58823529411765,0.0,0,0.0,0.0,0,0.0,5,0.34375,77.0,2021
Anthony Modeste,Attack,32,188,2,3600000.0,4000000.0,4.0,1296,44.689655172413794,0.0344827586206896,1,0.0007716049382716,0.1379310344827586,4,0.0030864197530864,1,0.3055555555555556,75.0,2021
Marcel Risse,Attack,30,183,2,1350000.0,1500000.0,4.0,183,26.142857142857142,0.2857142857142857,2,0.0109289617486338,0.0,0,0.0,1,0.3055555555555556,71.0,2021
Darren Randolph,Goalkeeper,33,187,1,3150000.0,3500000.0,21.0,270,90.0,0.0,0,0.0,0.0,0,0.0,0,0.2424242424242424,75.0,2021
Michael Lang,Defender,29,185,2,1787500.0,3000000.0,0.0,633,63.3,0.0,0,0.0,0.0,0,0.0,0,0.2894736842105263,74.0,2021
Pedro León,Attack,33,183,3,1600000.0,1800000.0,0.0,1682,62.2962962962963,0.074074074074074,2,0.0011890606420927,0.074074074074074,2,0.0011890606420927,4,0.3142857142857143,79.0,2021
Kiko Olivas,Defender,31,184,3,2250000.0,2500000.0,0.0,2628,87.6,0.0,0,0.0,0.0666666666666666,2,0.0007610350076103,2,0.2571428571428571,75.0,2021
Sergio Asenjo,Goalkeeper,31,189,3,10750000.0,12000000.0,78.0,2610,90.0,0.0,0,0.0,0.0,0,0.0,2,0.5135135135135135,82.0,2021
Marco Mancosu,Midfield,31,180,4,2333333.333333333,2500000.0,0.0,1670,72.6086956521739,0.0434782608695652,1,0.0005988023952095,0.3913043478260869,9,0.0053892215568862,2,0.2333333333333333,72.0,2021
Pavao Pervan,Goalkeeper,32,194,2,725000.0,800000.0,22.5,1260,90.0,0.0,0,0.0,0.0,0,0.0,0,0.4222222222222222,74.0,2021
Zanka,Defender,30,189,2,2966666.6666666665,3500000.0,0.0,1939,71.81481481481481,0.037037037037037,1,0.000515729757607,0.1111111111111111,3,0.001547189272821,4,0.2368421052631578,74.0,2021
Patrick van Aanholt,Defender,29,176,1,10750000.0,12000000.0,0.0,2164,86.56,0.04,1,0.0004621072088724,0.12,3,0.0013863216266173,0,0.3333333333333333,77.0,2021
Benjamin Hübner,Defender,30,193,2,5400000.0,6000000.0,23.0,2285,84.62962962962963,0.1481481481481481,4,0.0017505470459518,0.037037037037037,1,0.0004376367614879,6,0.4594594594594595,77.0,2021
Dimitrios Siovas,Defender,31,191,3,4933333.333333333,6000000.0,0.0,1562,78.1,0.0,0,0.0,0.0,0,0.0,4,0.2162162162162162,75.0,2021
Mikel San José,Midfield,31,187,3,5400000.0,6000000.0,10.0,464,38.66666666666666,0.0,0,0.0,0.0,0,0.0,2,0.4358974358974359,77.0,2021
Chris Basham,Defender,31,190,1,2633333.333333333,3000000.0,0.0,3028,86.51428571428572,0.0,0,0.0,0.0,0,0.0,4,0.4,77.0,2021
Willian,Attack,31,175,1,29375000.0,35000000.0,123.0,2790,69.75,0.175,7,0.0025089605734767,0.2,8,0.0028673835125448,3,0.5348837209302325,82.0,2021
Dominick Drexler,Midfield,30,183,2,3600000.0,4000000.0,4.0,1740,60.0,0.1379310344827586,4,0.0022988505747126,0.1034482758620689,3,0.0017241379310344,6,0.3055555555555556,73.0,2021
Kevin Kampl,Midfield,29,178,2,19750000.0,22000000.0,83.0,812,62.46153846153846,0.1538461538461538,2,0.0024630541871921,0.1538461538461538,2,0.0024630541871921,1,0.5555555555555556,81.0,2021
Bastian Oczipka,Defender,31,185,2,3600000.0,4000000.0,0.0,3405,89.60526315789474,0.1578947368421052,6,0.0017621145374449,0.0,0,0.0,5,0.3157894736842105,75.0,2021
İlkay Gündoğan,Midfield,29,180,1,45000000.0,50000000.0,134.0,2670,70.26315789473684,0.1052631578947368,4,0.0014981273408239,0.131578947368421,5,0.0018726591760299,7,0.6976744186046512,83.0,2021
John Fleck,Midfield,28,169,1,6833333.333333333,8000000.0,0.0,2442,87.21428571428571,0.0714285714285714,2,0.0008190008190008,0.1785714285714285,5,0.002047502047502,8,0.4,77.0,2021
Ilija Nestorovski,Attack,30,182,4,3150000.0,3500000.0,0.0,920,43.80952380952381,0.0476190476190476,1,0.0010869565217391,0.0476190476190476,1,0.0010869565217391,4,0.2903225806451613,73.0,2021
Nicolás Otamendi,Defender,32,183,1,16250000.0,18000000.0,134.0,2419,75.59375,0.0,0,0.0,0.0625,2,0.0008267879288962,4,0.6976744186046512,79.0,2021
Matteo Darmian,Defender,30,183,4,7250000.0,8000000.0,0.0,1953,78.12,0.04,1,0.0005120327700972,0.0,0,0.0,4,0.4193548387096774,76.0,2021
Diego Godín,Defender,34,187,4,11000000.0,15000000.0,67.0,1974,75.92307692307692,0.0384615384615384,1,0.0005065856129685,0.0,0,0.0,7,0.6,85.0,2021
Martín Cáceres,Defender,33,180,4,1350000.0,1500000.0,0.0,1940,80.83333333333333,0.0,0,0.0,0.0833333333333333,2,0.0010309278350515,9,0.3125,76.0,2021
Oliver Baumann,Goalkeeper,30,187,2,6250000.0,7000000.0,23.0,2820,90.96774193548389,0.0,0,0.0,0.0,0,0.0,1,0.4594594594594595,82.0,2021
Nicolas Höfler,Midfield,30,181,2,4000000.0,4500000.0,1.0,2905,88.03030303030303,0.0,0,0.0,0.0303030303030303,1,0.0003442340791738,9,0.3888888888888889,72.0,2021
Marco Höger,Midfield,30,182,2,1550000.0,1700000.0,4.0,728,45.5,0.0,0,0.0,0.0,0,0.0,2,0.3055555555555556,72.0,2021
Danilo D'Ambrosio,Defender,31,180,4,11750000.0,13000000.0,67.0,1245,65.52631578947368,0.0,0,0.0,0.0526315789473684,1,0.0008032128514056,5,0.6,77.0,2021
Cristian Ansaldi,Defender,33,181,4,4500000.0,5000000.0,2.5,1552,70.54545454545455,0.2727272727272727,6,0.0038659793814432,0.1818181818181818,4,0.0025773195876288,9,0.3333333333333333,78.0,2021
Pablo Piatti,Attack,31,163,3,2700000.0,3000000.0,10.0,229,32.714285714285715,0.1428571428571428,1,0.0043668122270742,0.0,0,0.0,1,0.3125,78.0,2021
Leon Balogun,Defender,32,190,1,1100000.0,1500000.0,0.0,45,45.0,0.0,0,0.0,0.0,0,0.0,0,0.2121212121212121,73.0,2021
Bas Dost,Attack,31,196,2,8625000.0,10000000.0,61.0,1765,56.935483870967744,0.064516129032258,2,0.0011331444759206,0.3225806451612903,10,0.0056657223796034,2,0.4716981132075472,78.0,2021
Dries Mertens,Attack,33,169,4,22500000.0,25000000.0,66.0,2011,60.93939393939394,0.1818181818181818,6,0.0029835902536051,0.4242424242424242,14,0.0069617105917454,4,0.5,85.0,2021
Alexandre Oukidja,Goalkeeper,31,184,5,1800000.0,2000000.0,0.0,2385,88.33333333333333,0.0,0,0.0,0.0,0,0.0,3,0.2857142857142857,76.0,2021
Adrien Silva,Midfield,31,175,5,9000000.0,10000000.0,26.0,1216,55.27272727272727,0.0909090909090909,2,0.0016447368421052,0.0,0,0.0,7,0.3928571428571428,76.0,2021
Morgan Schneiderlin,Midfield,30,186,1,10750000.0,12000000.0,3.0,1094,68.375,0.0,0,0.0,0.0,0,0.0,6,0.34375,76.0,2021
Sebastian Rudy,Midfield,30,180,2,6066666.666666666,6500000.0,23.0,2994,85.54285714285714,0.1142857142857142,4,0.0013360053440213,0.0285714285714285,1,0.0003340013360053,9,0.4594594594594595,77.0,2021
Péter Gulácsi,Goalkeeper,30,190,2,10750000.0,12000000.0,83.0,3574,89.35,0.05,2,0.0005595970900951,0.0,0,0.0,0,0.5555555555555556,85.0,2021
Jack Rodwell,Midfield,29,188,1,1200000.0,1200000.0,0.0,58,58.0,0.0,0,0.0,0.0,0,0.0,0,0.4,67.0,2021
Ismaël Traoré,Defender,33,184,5,1350000.0,1500000.0,0.0,2053,89.26086956521739,0.0,0,0.0,0.0,0,0.0,4,0.3928571428571428,75.0,2021
Giacomo Bonaventura,Midfield,30,180,4,13166666.666666666,18000000.0,38.0,1147,52.13636363636363,0.0,0,0.0,0.1818181818181818,4,0.003487358326068,1,0.4375,80.0,2021
Simone Colombi,Goalkeeper,28,188,4,725000.0,800000.0,0.0,540,90.0,0.0,0,0.0,0.0,0,0.0,0,0.4193548387096774,70.0,2021
Damien Da Silva,Defender,32,184,5,4500000.0,5000000.0,33.0,2605,89.82758620689656,0.0689655172413793,2,0.000767754318618,0.0344827586206896,1,0.000383877159309,3,0.4571428571428571,77.0,2021
Lucas Deaux,Midfield,31,188,5,1733333.3333333333,2000000.0,0.0,1338,78.70588235294117,0.0588235294117647,1,0.0007473841554559,0.1176470588235294,2,0.0014947683109118,2,0.25,73.0,2021
Lamine Koné,Defender,31,188,5,2500000.0,2800000.0,2.5,1903,82.73913043478261,0.0,0,0.0,0.0434782608695652,1,0.000525486074619,5,0.4375,74.0,2021
Romain Thomas,Defender,32,193,5,2700000.0,3000000.0,0.0,2342,86.74074074074075,0.037037037037037,1,0.0004269854824935,0.037037037037037,1,0.0004269854824935,4,0.3928571428571428,76.0,2021
Andrés Fernández,Goalkeeper,33,185,3,900000.0,1000000.0,78.0,750,93.75,0.0,0,0.0,0.0,0,0.0,1,0.5135135135135135,78.0,2021
Klaus Gjasula,Midfield,30,190,2,812500.0,900000.0,0.0,2490,80.3225806451613,0.064516129032258,2,0.0008032128514056,0.064516129032258,2,0.0008032128514056,19,0.1388888888888889,69.0,2021
Jorge Molina,Attack,38,188,3,1800000.0,2000000.0,11.0,2028,56.333333333333336,0.0833333333333333,3,0.0014792899408284,0.1944444444444444,7,0.0034516765285996,4,0.4761904761904761,78.0,2021
Tobias Strobl,Midfield,30,188,2,4000000.0,4500000.0,21.0,793,66.08333333333333,0.0833333333333333,1,0.0012610340479192,0.0,0,0.0,1,0.5476190476190477,76.0,2021
David Abraham,Defender,33,188,2,1350000.0,1500000.0,61.0,2996,85.6,0.0285714285714285,1,0.0003337783711615,0.0857142857142857,3,0.0010013351134846,6,0.4716981132075472,76.0,2021
Víctor Díaz,Defender,32,183,3,1350000.0,1500000.0,13.0,2722,80.05882352941177,0.1764705882352941,6,0.0022042615723732,0.0,0,0.0,5,0.4615384615384615,78.0,2021
Thomas Müller,Attack,30,185,2,28750000.0,32000000.0,138.0,3052,67.82222222222222,0.5555555555555555,25,0.0081913499344692,0.2666666666666666,12,0.0039318479685452,5,0.8085106382978723,86.0,2021
Christian Groß,Midfield,31,182,2,300000.0,300000.0,0.0,960,64.0,0.0666666666666666,1,0.0010416666666666,0.0,0,0.0,2,0.2894736842105263,68.0,2021
Alfredo Morales,Midfield,30,183,2,3100000.0,3500000.0,0.0,2146,69.2258064516129,0.1290322580645161,4,0.0018639328984156,0.032258064516129,1,0.0004659832246039,8,0.2368421052631578,72.0,2021
Salva Sevilla,Midfield,36,178,3,200000.0,200000.0,0.0,2306,74.38709677419355,0.096774193548387,3,0.0013009540329575,0.1612903225806451,5,0.0021682567215958,10,0.2777777777777778,74.0,2021
Pierre-Emerick Aubameyang,Attack,31,187,1,63000000.0,70000000.0,80.0,2981,85.17142857142858,0.0285714285714285,1,0.0003354579000335,0.5714285714285714,20,0.0067091580006709,3,0.4186046511627907,87.0,2021
Nacho Fernández,Defender,30,180,3,15666666.666666666,20000000.0,124.0,641,71.22222222222223,0.0,0,0.0,0.2222222222222222,2,0.0031201248049922,3,0.6363636363636364,80.0,2021
David Alaba,Defender,28,180,2,58500000.0,65000000.0,138.0,3243,87.64864864864865,0.054054054054054,2,0.0006167129201356,0.027027027027027,1,0.0003083564600678,1,0.8085106382978723,84.0,2021
Roman Bürki,Goalkeeper,29,187,2,12500000.0,14000000.0,78.0,3490,89.48717948717949,0.0,0,0.0,0.0,0,0.0,0,0.6086956521739131,84.0,2021
Marwin Hitz,Goalkeeper,32,194,2,2250000.0,2500000.0,78.0,650,81.25,0.0,0,0.0,0.0,0,0.0,0,0.6086956521739131,78.0,2021
Craig Cathcart,Defender,31,189,1,4500000.0,5000000.0,0.0,2490,85.86206896551724,0.0,0,0.0,0.0,0,0.0,7,0.1764705882352941,74.0,2021
Simone Iacoponi,Defender,33,180,4,1350000.0,1500000.0,0.0,2538,87.51724137931035,0.0,0,0.0,0.1034482758620689,3,0.0011820330969267,5,0.4193548387096774,71.0,2021
Victor Moses,Midfield,29,177,4,8433333.333333332,10000000.0,67.0,983,57.8235294117647,0.1764705882352941,3,0.0030518819938962,0.0588235294117647,1,0.0010172939979654,2,0.6,78.0,2021
Damien Le Tallec,Midfield,30,186,5,3600000.0,4000000.0,0.0,2462,87.92857142857143,0.0,0,0.0,0.0714285714285714,2,0.000812347684809,3,0.3928571428571428,76.0,2021
Luca Rossettini,Defender,35,187,4,450000.0,500000.0,0.0,2352,87.11111111111111,0.074074074074074,2,0.0008503401360544,0.0,0,0.0,5,0.2333333333333333,71.0,2021
Yoann Court,Midfield,30,172,5,1800000.0,2000000.0,0.0,1472,64.0,0.3043478260869565,7,0.0047554347826086,0.1304347826086956,3,0.0020380434782608,6,0.2857142857142857,76.0,2021
Valère Germain,Attack,30,181,5,4500000.0,5000000.0,44.0,1347,53.88,0.2,5,0.0037119524870081,0.08,2,0.0014847809948032,1,0.5714285714285714,74.0,2021
Maxime Gonalons,Midfield,31,187,3,3150000.0,3500000.0,13.0,2011,80.44,0.04,1,0.0004972650422675,0.04,1,0.0004972650422675,9,0.4615384615384615,76.0,2021
Anthony Lopes,Goalkeeper,29,184,5,19750000.0,22000000.0,75.0,2970,90.0,0.0,0,0.0,0.0,0,0.0,1,0.4,83.0,2021
Yann M'Vila,Midfield,30,183,5,7500000.0,9000000.0,4.0,2381,85.03571428571429,0.0714285714285714,2,0.0008399832003359,0.0,0,0.0,1,0.2352941176470588,79.0,2021
Nicolas N'Koulou,Defender,30,184,4,14000000.0,17000000.0,2.5,2541,87.62068965517241,0.0,0,0.0,0.0344827586206896,1,0.0003935458480913,5,0.3333333333333333,80.0,2021
Jérémy Pied,Defender,31,173,5,2250000.0,2500000.0,30.0,540,90.0,0.0,0,0.0,0.0,0,0.0,2,0.4411764705882353,73.0,2021
